I'm getting happy.	मैं खुश हो रहा हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #66727 (CM) & #510267 (minshirui)
I'm not a student.	मैं विद्यार्थी नहीं हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #258994 (CK) & #588518 (minshirui)
I'm not like that.	मैं वैसा नहीं हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #2275629 (Hybrid) & #3213937 (anubhav93)
I'm really hungry.	मुझे बहुत भूख लगी है।	CC-BY 2.0 (France) Attribution: tatoeba.org #482432 (minshirui) & #482431 (minshirui)
It's not my fault.	मेरी ग़लती नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #321324 (CK) & #609869 (minshirui)
It's starting now.	शुरू हो रहा है।	CC-BY 2.0 (France) Attribution: tatoeba.org #33137 (CK) & #480236 (minshirui)
My bag was stolen.	मेरा बस्ता चोरी हो गया था।	CC-BY 2.0 (France) Attribution: tatoeba.org #35155 (CK) & #588618 (minshirui)
My eyes are tired.	मेरी आँखें थक गईं हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #507513 (CK) & #588532 (minshirui)
No one's in sight.	आसपास कोई नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #2091110 (CK) & #3216498 (anubhav93)
Put your hands up!	हाथ ऊपर करो!	CC-BY 2.0 (France) Attribution: tatoeba.org #265926 (CK) & #443082 (minshirui)
She began to sing.	वह गाने लगी।	CC-BY 2.0 (France) Attribution: tatoeba.org #312881 (CK) & #514032 (minshirui)
She has blue eyes.	उसकी नीली आँखें हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #472087 (CK) & #588558 (minshirui)
She isn't married.	वह शादीशुदा नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #313424 (CK) & #498107 (minshirui)
Tell me the truth.	मुझे सच्चाई बताओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #321441 (CK) & #505259 (minshirui)
The earth rotates.	पृथ्वी घूमती है।	CC-BY 2.0 (France) Attribution: tatoeba.org #277131 (CM) & #516620 (minshirui)
Try it once again.	एक बार फिरसे कोशिश करो।	CC-BY 2.0 (France) Attribution: tatoeba.org #31497 (CK) & #505400 (minshirui)
Try it once again.	एक बार और प्रयत्न करो।	CC-BY 2.0 (France) Attribution: tatoeba.org #31497 (CK) & #505401 (minshirui)
Turn on the radio.	रेडियो को चालू करो।	CC-BY 2.0 (France) Attribution: tatoeba.org #29763 (CK) & #588613 (minshirui)
We don't know her.	हम उसे नहीं जानते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #439337 (CK) & #483800 (minshirui)
We don't know him.	हम उसे नहीं जानते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #383016 (CK) & #483800 (minshirui)
We have good news.	हमारे पास खुशखबर है।	CC-BY 2.0 (France) Attribution: tatoeba.org #66695 (CK) & #516840 (minshirui)
We're against war.	हम जंग के ख़िलाफ़ हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #8066849 (CK) & #451241 (minshirui)
We're against war.	हम युद्ध का विरोध करते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #8066849 (CK) & #451242 (minshirui)
What is happiness?	खुशी क्या होती है?	CC-BY 2.0 (France) Attribution: tatoeba.org #404565 (telsfbay) & #505276 (minshirui)
What is happiness?	सुख क्या होता है?	CC-BY 2.0 (France) Attribution: tatoeba.org #404565 (telsfbay) & #505277 (minshirui)
What is your name?	आपका नाम क्या है?	CC-BY 2.0 (France) Attribution: tatoeba.org #70623 (sacredceltic) & #443217 (minshirui)
What's the matter?	मुश्किल क्या है?	CC-BY 2.0 (France) Attribution: tatoeba.org #394894 (Dorenda) & #485557 (minshirui)
Where do you live?	आप कहाँ रहते हैं?	CC-BY 2.0 (France) Attribution: tatoeba.org #370708 (saeb) & #451337 (minshirui)
Where do you live?	तुम कहाँ रहते हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #370708 (saeb) & #451338 (minshirui)
Where do you live?	तू कहाँ रहता है?	CC-BY 2.0 (France) Attribution: tatoeba.org #370708 (saeb) & #451339 (minshirui)
Where do you live?	तुम कहाँ रहती हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #370708 (saeb) & #451340 (minshirui)
Where do you live?	तू कहाँ रहती है?	CC-BY 2.0 (France) Attribution: tatoeba.org #370708 (saeb) & #451341 (minshirui)
Where is the book?	वह किताब कहाँ है?	CC-BY 2.0 (France) Attribution: tatoeba.org #43928 (CK) & #4907692 (yashtib1995)
Where's the beach?	समुद्र तट कहां है?	CC-BY 2.0 (France) Attribution: tatoeba.org #5899588 (CK) & #4907679 (yashtib1995)
Who made this pie?	यह पाय किसने बनाई है?	CC-BY 2.0 (France) Attribution: tatoeba.org #276192 (CK) & #511171 (minshirui)
Yes. That's right.	हाँ। यह सही है।	CC-BY 2.0 (France) Attribution: tatoeba.org #433817 (CK) & #588551 (minshirui)
You have to leave.	तुम्हें जाना होगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #454043 (mamat) & #483902 (minshirui)
Are you busy today?	तुम आज बिज़ी हो क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #242434 (CK) & #477703 (minshirui)
Are you busy today?	तुम्हारे पास आज समय है क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #242434 (CK) & #477704 (minshirui)
Can we have a talk?	हम बात कर सकते हैं क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #63863 (CM) & #487402 (minshirui)
Come along with us.	हमारे साथ आओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #433695 (CK) & #485546 (minshirui)
Did you sleep well?	तुम अच्छे से सोये क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #434494 (lukaszpp) & #483777 (minshirui)
Do you remember me?	तुम्हें मैं याद हूँ क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #250327 (CK) & #476344 (minshirui)
Don't give up hope.	उम्मीद मत छोड़ो।	CC-BY 2.0 (France) Attribution: tatoeba.org #20606 (brauliobezerra) & #475989 (minshirui)
Don't throw stones.	पत्थर मत फेंको।	CC-BY 2.0 (France) Attribution: tatoeba.org #272226 (CK) & #505359 (minshirui)
Everyone likes her.	उसे सब पसंद करते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #430471 (FeuDRenais) & #451280 (minshirui)
Everyone likes him.	उसे सब पसंद करते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #451282 (minshirui) & #451280 (minshirui)
Have you gone nuts?	तेरी अकल घास चरने गई है क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #487626 (minshirui) & #487624 (minshirui)
He breathed deeply.	उसने गहरी साँस ली।	CC-BY 2.0 (France) Attribution: tatoeba.org #299963 (CK) & #483855 (minshirui)
He closed his eyes.	उसने अपनी आँखें बंद करीं।	CC-BY 2.0 (France) Attribution: tatoeba.org #304198 (CK) & #488886 (minshirui)
He cried and cried.	वह रोया और और रोया।	CC-BY 2.0 (France) Attribution: tatoeba.org #295239 (CM) & #484148 (minshirui)
He is a simple man.	वह साधा आदमी है।	CC-BY 2.0 (France) Attribution: tatoeba.org #2915476 (sabretou) & #3538145 (nurendra)
He is sure to come.	वह ज़रूर आएगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #289676 (CK) & #486351 (minshirui)
He isn't my cousin.	वह मेरा चचेरा भाई नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #297738 (CK) & #463380 (minshirui)
He isn't my cousin.	वह मेरा ममेरा भाई नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #297738 (CK) & #463381 (minshirui)
He waited his turn.	उसने अपनी बारी का इंतेज़ार किया।	CC-BY 2.0 (France) Attribution: tatoeba.org #298772 (CK) & #506493 (minshirui)
He works at a bank.	वह बैंक में काम करता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #416365 (phrasemix) & #515396 (minshirui)
He's a good person.	वह अच्छा इनसान है।	CC-BY 2.0 (France) Attribution: tatoeba.org #2368 (CK) & #588590 (minshirui)
I admit my mistake.	मैं अपनी ग़लती मानता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #258278 (CK) & #511740 (minshirui)
I can read English.	मैं अंग्रेज़ी पढ़ सकता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #867128 (verogc) & #449349 (minshirui)
I can read English.	मैं अंग्रेज़ी पढ़ सकती हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #867128 (verogc) & #449350 (minshirui)
I can't believe it!	मुझे विश्वास नहीं होता!	CC-BY 2.0 (France) Attribution: tatoeba.org #2076 (Swift) & #482442 (minshirui)
I heard him go out.	मैंने उसके बाहर जाने की आवाज़ सुनी।	CC-BY 2.0 (France) Attribution: tatoeba.org #283847 (CK) & #506459 (minshirui)
I know her address.	मुझे उसका पता पता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #309397 (CK) & #483991 (minshirui)
I know his address.	मुझे उसका पता पता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #260661 (CK) & #483991 (minshirui)
I know those women.	मैं उन औरतों को जानता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #395050 (CK) & #588628 (minshirui)
I know your father.	मैं तुम्हारे पिताजी को जानता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #257093 (CK) & #588516 (minshirui)
I sort of like him.	मुझे वह अच्छा सा लगता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #33013 (CK) & #486312 (minshirui)
I still don't know.	मुझे अभी भी नहीं पता।	CC-BY 2.0 (France) Attribution: tatoeba.org #952376 (CK) & #446708 (minshirui)
I was born in 1960.	मैं १९६० में पैदा हुआ था।	CC-BY 2.0 (France) Attribution: tatoeba.org #252429 (CK) & #450024 (minshirui)
I was born in 1979.	मैं १९७९ में पैदा हुआ था।	CC-BY 2.0 (France) Attribution: tatoeba.org #252438 (CK) & #498196 (minshirui)
I watch television.	मैं टीवी देखता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #39164 (CK) & #588571 (minshirui)
I worked all night.	मैंने पूरी रात काम किया।	CC-BY 2.0 (France) Attribution: tatoeba.org #278741 (CK) & #457082 (minshirui)
I worked all night.	मैंने रातभर काम किया।	CC-BY 2.0 (France) Attribution: tatoeba.org #278741 (CK) & #457083 (minshirui)
I'll see you later.	बाद में मिलेंगे।	CC-BY 2.0 (France) Attribution: tatoeba.org #32706 (CK) & #450433 (minshirui)
I'll see you later.	फिर मिलेंगे।	CC-BY 2.0 (France) Attribution: tatoeba.org #32706 (CK) & #450434 (minshirui)
I'm as tall as you.	मैं तुम्हारे जितना लम्बा हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #252720 (CK) & #511756 (minshirui)
I'm coming at once.	मैं अभी आता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #52187 (CM) & #491800 (minshirui)
Is this book yours?	क्या यह किताब तुम्हारी है?	CC-BY 2.0 (France) Attribution: tatoeba.org #56970 (CK) & #561269 (minshirui)
It is already dark.	अभी से रात हो गई है।	CC-BY 2.0 (France) Attribution: tatoeba.org #31530 (CK) & #473767 (minshirui)
It looks like snow.	बरफ़ जैसा दिखता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #272545 (CK) & #482466 (minshirui)
It started to snow.	बरफ़ गिरनी शुरू गो गई।	CC-BY 2.0 (France) Attribution: tatoeba.org #397241 (porfiriy) & #480274 (minshirui)
It was sort of fun.	वो मजेदार था I	CC-BY 2.0 (France) Attribution: tatoeba.org #3539237 (Hybrid) & #3539270 (nurendra)
It's too expensive.	बहुत महंगा है!	CC-BY 2.0 (France) Attribution: tatoeba.org #276955 (CK) & #484092 (minshirui)
It's too expensive.	बहुत महंगी है!	CC-BY 2.0 (France) Attribution: tatoeba.org #276955 (CK) & #484093 (minshirui)
It's very hot here.	यहाँ बहुत गरम है।	CC-BY 2.0 (France) Attribution: tatoeba.org #61668 (CK) & #455601 (minshirui)
Let me handle this.	यह मुझे संभालने दो।	CC-BY 2.0 (France) Attribution: tatoeba.org #25537 (CK) & #516773 (minshirui)
Let's take a train.	रेलगाड़ी से चलते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #279178 (CK) & #452262 (minshirui)
My car is a Toyota.	मेरी गाड़ी टोयोटा है।	CC-BY 2.0 (France) Attribution: tatoeba.org #251073 (CK) & #480215 (minshirui)
My family is small.	मेरा परिवार छोटा है।	CC-BY 2.0 (France) Attribution: tatoeba.org #250226 (CK) & #491859 (minshirui)
No one can help me.	कोई मेरी मदद नहीं कर सकता।	CC-BY 2.0 (France) Attribution: tatoeba.org #40350 (CK) & #506508 (minshirui)
She is very pretty.	वह बहुत सुंदर है।	CC-BY 2.0 (France) Attribution: tatoeba.org #311741 (CK) & #457013 (minshirui)
She leaped for joy.	वह खुशी से उछल पड़ी।	CC-BY 2.0 (France) Attribution: tatoeba.org #317344 (CM) & #465637 (minshirui)
She smiled happily.	उसने खुशी से मुस्कुराया।	CC-BY 2.0 (France) Attribution: tatoeba.org #310555 (CK) & #494122 (minshirui)
She's not a doctor.	वह डॉक्टर नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #455281 (CK) & #486378 (minshirui)
That guy annoys me.	मुझे उस आदमी से चिढ़ आती है।	CC-BY 2.0 (France) Attribution: tatoeba.org #395396 (CK) & #476013 (minshirui)
The batter was out.	बॅटर आऊट हो गया था।	CC-BY 2.0 (France) Attribution: tatoeba.org #275212 (CM) & #505366 (minshirui)
The crow flew away.	कौआ उड़ गया।	CC-BY 2.0 (France) Attribution: tatoeba.org #49598 (CK) & #475778 (minshirui)
The power went out.	बिजली चली गई।	CC-BY 2.0 (France) Attribution: tatoeba.org #480240 (minshirui) & #480239 (minshirui)
These dogs are big.	ये कुत्ते बड़े हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #55306 (CK) & #475982 (minshirui)
This is Mary's dog.	यह मेरी का कुत्ता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #55826 (CK) & #457021 (minshirui)
Was his story true?	उसकी कहानी सच्ची थी क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #430439 (FeuDRenais) & #465649 (minshirui)
We enjoyed skating.	हमे स्केटिंग करके मज़ा आया।	CC-BY 2.0 (France) Attribution: tatoeba.org #248027 (CK) & #509980 (minshirui)
We were in a hurry.	हम जल्दी में थे।	CC-BY 2.0 (France) Attribution: tatoeba.org #248575 (CK) & #506559 (minshirui)
We were very tired.	हम बहुत थक चुके थे।	CC-BY 2.0 (France) Attribution: tatoeba.org #248234 (CK) & #487220 (minshirui)
We're good friends.	हम अच्छे दोस्त हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #2548495 (CK) & #516666 (minshirui)
What a big pumpkin!	कितना बड़ा कद्दू है!	CC-BY 2.0 (France) Attribution: tatoeba.org #36069 (CK) & #515438 (minshirui)
What's the problem?	मुश्किल क्या है?	CC-BY 2.0 (France) Attribution: tatoeba.org #485560 (minshirui) & #485557 (minshirui)
When does it begin?	शुरू कब होता है?	CC-BY 2.0 (France) Attribution: tatoeba.org #42781 (CK) & #581300 (minshirui)
Where are the kids?	बच्चे कहाँ गए?	CC-BY 2.0 (France) Attribution: tatoeba.org #2548477 (CK) & #3216297 (anubhav93)
Where is the beach?	समुद्र तट कहां है?	CC-BY 2.0 (France) Attribution: tatoeba.org #3184125 (sabretou) & #4907679 (yashtib1995)
Which dog is yours?	तुम्हारा कुत्ता कौनसा है?	CC-BY 2.0 (France) Attribution: tatoeba.org #37522 (CK) & #486005 (minshirui)
Who broke the vase?	गुलदान को किसने तोड़ दिया?	CC-BY 2.0 (France) Attribution: tatoeba.org #454441 (FeuDRenais) & #477712 (minshirui)
Who made this cake?	यह केक किसने बनाया है?	CC-BY 2.0 (France) Attribution: tatoeba.org #276190 (CK) & #511170 (minshirui)
Who's at the wheel?	गाड़ी कौन चला रहा है?	CC-BY 2.0 (France) Attribution: tatoeba.org #276293 (Zifre) & #515419 (minshirui)
Whose book is this?	यह किसकी किताब है?	CC-BY 2.0 (France) Attribution: tatoeba.org #54871 (CK) & #485548 (minshirui)
You may use my pen.	तुम मेरी कलम इस्तेमाल कर सकते हो।	CC-BY 2.0 (France) Attribution: tatoeba.org #250396 (CK) & #505115 (minshirui)
Answer my questions.	मेरे सवालों का जवाब दो।	CC-BY 2.0 (France) Attribution: tatoeba.org #433642 (CK) & #518720 (minshirui)
Are they in the gym?	वे जिमखाने में हैं क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #307084 (CK) & #477705 (minshirui)
Can you drive a car?	तुम्हें गाड़ी चलाना आता है क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #16020 (CK) & #485530 (minshirui)
Can you drive a car?	तुम गाड़ी चला सकते हो क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #16020 (CK) & #485531 (minshirui)
Could you sign here?	यहाँ हस्ताक्षर कर सकते हैं क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #61821 (CK) & #485913 (minshirui)
Everybody likes her.	उसे सब पसंद करते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #451284 (minshirui) & #451280 (minshirui)
Everybody likes him.	उसे सब पसंद करते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #451281 (minshirui) & #451280 (minshirui)
Excuse me, I'm lost.	माफ़ कीजिएगा, मैं खो गई हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #51482 (autuno) & #475836 (minshirui)
He called me a taxi.	उसने मेरे लिए टेक्सी बुलवाई।	CC-BY 2.0 (France) Attribution: tatoeba.org #416343 (CK) & #455630 (minshirui)
He felt very lonely.	उसे बहुत अकेलापन महसूस हुआ।	CC-BY 2.0 (France) Attribution: tatoeba.org #301338 (CK) & #475964 (minshirui)
He lives next to me.	वह मेरे पड़ोस में रहता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #298017 (CK) & #483864 (minshirui)
He looks very tired.	वह बहुत थका-हारा सा लगता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #292162 (CK) & #487503 (minshirui)
He seems to be rich.	वह दिखने में बहुत अमीर लगता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #288115 (CK) & #483922 (minshirui)
He'll get well soon.	वह जल्द ही ठीक हो जाएगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #392170 (CK) & #514099 (minshirui)
He's in a bad state.	उसकी हालत बुरी है।	CC-BY 2.0 (France) Attribution: tatoeba.org #480264 (minshirui) & #480263 (minshirui)
How about the taste?	और स्वाद कैसा है?	CC-BY 2.0 (France) Attribution: tatoeba.org #322650 (CM) & #509348 (minshirui)
How did you make it?	तुमने कैसे बनाया?	CC-BY 2.0 (France) Attribution: tatoeba.org #38356 (CK) & #590044 (minshirui)
I am not from India.	मैं भारत से नहीं हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #370942 (saeb) & #487758 (minshirui)
I am reading a book.	मैं किताब पढ़ रही हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #322105 (CK) & #3085284 (dfordivam)
I bought an old car.	मैंने पुरानी गाड़ी खरीदी।	CC-BY 2.0 (France) Attribution: tatoeba.org #257301 (CK) & #485950 (minshirui)
I continued singing.	मैं गाता चला गया।	CC-BY 2.0 (France) Attribution: tatoeba.org #410606 (CK) & #485779 (minshirui)
I do not understand.	मैं समझा नहीं।	CC-BY 2.0 (France) Attribution: tatoeba.org #376610 (CM) & #476009 (minshirui)
I don't like summer.	मुझे गर्मी का मौसम पसंद नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #252224 (CK) & #511717 (minshirui)
I forgot to ask him.	मैं उससे पूछना भूल गया।	CC-BY 2.0 (France) Attribution: tatoeba.org #354494 (plover) & #485550 (minshirui)
I hate taking risks.	मुझे जोखिम लेना पसंद नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #491258 (adjusting) & #498202 (minshirui)
I haven't eaten yet.	मैंने अभी तक नहीं खाया है।	CC-BY 2.0 (France) Attribution: tatoeba.org #476414 (minshirui) & #476413 (minshirui)
I know both of them.	मैं दोनो को जानता था।	CC-BY 2.0 (France) Attribution: tatoeba.org #260874 (minshirui) & #450954 (minshirui)
I know what that is.	मुझे पता है कि वह चीज़ क्या है।	CC-BY 2.0 (France) Attribution: tatoeba.org #253053 (CK) & #3189597 (pranjal710)
I tried to tell you.	मैंने तुम्हे बताने की कोशिश करी थी।	CC-BY 2.0 (France) Attribution: tatoeba.org #41064 (CK) & #491560 (minshirui)
I want to marry her.	मैं उससे शादी करना चाहता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #321937 (CK) & #516665 (minshirui)
I wanted her to win.	मैं चाहता था कि वह जीत जाए।	CC-BY 2.0 (France) Attribution: tatoeba.org #308896 (CK) & #487218 (minshirui)
I'd like a city map.	मुझे शहर का नक्शा चाहिए।	CC-BY 2.0 (France) Attribution: tatoeba.org #246186 (CK) & #491583 (minshirui)
I'd like to see her.	मैं उसे देखना चाहूँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #261169 (CK) & #475943 (minshirui)
I'd like to see her.	मैं उससे मिलना चाहूँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #261169 (CK) & #475944 (minshirui)
I'll be back at ten.	मैं दस बजे वापस आऊँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #73430 (CK) & #505406 (minshirui)
I'll bring the wine.	मैं शराब लाता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #2548342 (CK) & #3216286 (anubhav93)
I'll bring the wine.	मैं शराब लाऊँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #2548342 (CK) & #3216287 (anubhav93)
I'll make you happy.	मैं तुम्हें खुश करूँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #237692 (CK) & #588627 (minshirui)
I've already called.	मैंने फ़ोन कर लिया है।	CC-BY 2.0 (France) Attribution: tatoeba.org #2248330 (CK) & #3216306 (anubhav93)
I've lost my ticket.	मेरी टिकट खो गई है।	CC-BY 2.0 (France) Attribution: tatoeba.org #259030 (CK) & #588615 (minshirui)
Let's play baseball!	चलो बेसबॉल खेलतें हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #54226 (CK) & #588554 (minshirui)
Must I write in ink?	मुझे स्याही से ही लिखना होगा?	CC-BY 2.0 (France) Attribution: tatoeba.org #65761 (CM) & #484107 (minshirui)
My family loved Tom.	मेरे परिवार को टॉम पसंद था।	CC-BY 2.0 (France) Attribution: tatoeba.org #2396296 (CK) & #3225319 (anubhav93)
My money was stolen.	मेरे पैसे चोरी हो गए।	CC-BY 2.0 (France) Attribution: tatoeba.org #64556 (CK) & #450461 (minshirui)
My sister has a job.	मेरी बहन के पास नौकरी है।	CC-BY 2.0 (France) Attribution: tatoeba.org #322330 (CK) & #506486 (minshirui)
She kept on working.	वह काम करती रही।	CC-BY 2.0 (France) Attribution: tatoeba.org #388558 (CK) & #588507 (minshirui)
She pulled my shirt.	उसने मेरी कमीज़ खींची।	CC-BY 2.0 (France) Attribution: tatoeba.org #314283 (CK) & #516768 (minshirui)
That is not a tiger.	वह बाघ नहीं है।	CC-BY 2.0 (France) Attribution: tatoeba.org #67094 (CK) & #488684 (minshirui)
That was my mistake.	वह मेरी ग़लती थी।	CC-BY 2.0 (France) Attribution: tatoeba.org #67057 (CK) & #450969 (minshirui)
The skies are clear.	आसमान साफ़ है।	CC-BY 2.0 (France) Attribution: tatoeba.org #433660 (CK) & #588506 (minshirui)
The trees are green.	पेड़ हरे हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #182196 (TRANG) & #482426 (minshirui)
These are our books.	ये हमारी किताबें हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #397322 (sysko) & #476452 (minshirui)
This is what I need.	यह वही चीज़ है जिसकी मुझे ज़रूरत है।	CC-BY 2.0 (France) Attribution: tatoeba.org #56215 (CK) & #476407 (minshirui)
Watch your language.	ज़बान सम्भाल के बात करो।	CC-BY 2.0 (France) Attribution: tatoeba.org #239756 (CM) & #485803 (minshirui)
We are good friends.	हम अच्छे दोस्त हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #249493 (CK) & #516666 (minshirui)
We must pay the tax.	हमें टैक्स भरना पड़ेगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #248959 (CK) & #476392 (minshirui)
What did you answer?	तुमने क्या जवाब दिया?	CC-BY 2.0 (France) Attribution: tatoeba.org #1426 (Zifre) & #484124 (minshirui)
What is in this box?	इस डब्बे में क्या है?	CC-BY 2.0 (France) Attribution: tatoeba.org #57513 (CK) & #480281 (minshirui)
What were you doing?	तुम क्या कर रहे थे?	CC-BY 2.0 (France) Attribution: tatoeba.org #376075 (megamanenm) & #510284 (minshirui)
Where are you going?	तुम कहाँ जा रहे हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #416367 (phrasemix) & #588621 (minshirui)
Where are you going?	आप कहाँ जा रहे हैं?	CC-BY 2.0 (France) Attribution: tatoeba.org #416367 (phrasemix) & #588622 (minshirui)
Where's the airport?	हवाई अड्डा कहाँ पर है?	CC-BY 2.0 (France) Attribution: tatoeba.org #403053 (Ramses) & #510274 (minshirui)
Which book is yours?	तुम्हारी किताब कौनसी है?	CC-BY 2.0 (France) Attribution: tatoeba.org #37928 (CK) & #476362 (minshirui)
Who is your teacher?	तुम्हारे टीचर कौन हैं?	CC-BY 2.0 (France) Attribution: tatoeba.org #17660 (CK) & #486310 (minshirui)
Why didn't you come?	तुम क्यों नहीं आए?	CC-BY 2.0 (France) Attribution: tatoeba.org #24657 (xtofu80) & #446711 (minshirui)
Will you go with us?	तुम हमारे साथ आओगे क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #69291 (CK) & #476361 (minshirui)
Winter is coming on.	सर्दी आ रही है।	CC-BY 2.0 (France) Attribution: tatoeba.org #279602 (CM) & #505395 (minshirui)
You are at it again.	तुम फिरसे चालू हो गए।	CC-BY 2.0 (France) Attribution: tatoeba.org #274151 (CM) & #506560 (minshirui)
You must forgive me.	तुम्हे मुझे माफ़ करना होगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #38489 (shanghainese) & #510280 (minshirui)
You must forgive me.	आपको मुझे क्षमा करना होगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #38489 (shanghainese) & #510281 (minshirui)
You must study hard.	तुम्हें मन लगाकर पढ़ना होगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #15864 (CK) & #473754 (minshirui)
You're a life saver.	तुमने मेरी जान बचाली।	CC-BY 2.0 (France) Attribution: tatoeba.org #71248 (CK) & #491849 (minshirui)
Didn't I tell you so?	मैंने तुम्हें बताया नहीं था?	CC-BY 2.0 (France) Attribution: tatoeba.org #17555 (CK) & #487474 (minshirui)
Do you have a pencil?	तुम्हारे पास पेनसिल है क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #69635 (CK) & #475941 (minshirui)
Don't open your book.	अपनी किताब मत खोलो।	CC-BY 2.0 (France) Attribution: tatoeba.org #453893 (saasmath) & #491015 (minshirui)
Don't worry about me.	मेरी चिंता मत करो।	CC-BY 2.0 (France) Attribution: tatoeba.org #25528 (CK) & #588572 (minshirui)
Don't worry about us.	हमारी चिंता मत करो।	CC-BY 2.0 (France) Attribution: tatoeba.org #262593 (CK) & #455301 (minshirui)
Fish live in the sea.	मछलियाँ समुंदर में रहतीं हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #19350 (CK) & #487268 (minshirui)
Have you been abroad?	आप विदेश गए हुए हैं क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #21932 (CK) & #443154 (minshirui)
He envied my success.	उसको मेरी कामयाबी से जलन थी।	CC-BY 2.0 (France) Attribution: tatoeba.org #297922 (CM) & #515394 (minshirui)
